1,1,549.9901806685305,442.741674630119,330.11279262458095,152.88471771078747
1,2,1619.2781657900996,456.2372650074189,322.14126477308537,187.74743805717918
1,3,1159.550266572633,563.2129525857553,272.67652910683114,183.4598241234363
1,4,116.62936057964367,504.407675047225,126.93766213157903,113.8531332806906
1,5,1240.3480938222817,359.4637108007673,215.934755048557,212.96800358817546
1,6,1431.5126720353583,422.16113098096946,356.101910001727,112.5150197562673
1,7,785.8560101831055,445.66765531880037,68.83672984701968,51.20740820358873
1,8,133.7277889877674,454.7179489016123,214.7314286968348,126.83401959951038
1,9,375.15698364799715,470.3423187087702,82.21626464034068,50.757441779649525
1,10,508.62179954470776,450.08098297636224,49.62715128570153,66.65332590513441
1,13,1093.955775670063,462.9776896725666,51.57132652441874,46.20661431960161
2,1,559.3068806292063,443.36265827704153,328.5526906095423,151.93303853275438
2,2,1624.795466670461,452.95469727149214,328.47879155785586,192.74043057607332
2,3,1205.0811038418685,567.7918691198535,267.5203070046766,180.09842594542226
2,4,134.48438885074646,508.56393302108137,124.25687361309369,110.60212793950672
2,5,1241.134666642893,359.01043929575917,219.7185757458476,216.27029640666763
2,6,1443.8540840614976,420.7922558263242,354.35125346080986,111.9766687980757
2,7,786.9796984643348,446.1316707742143,66.36478976181968,49.34298226433225
2,8,123.07091450802399,455.9708139972272,224.977341563661,130.96488752291634
2,9,382.2974731872084,470.02286492594084,80.42282429988205,50.592354197121665
2,10,514.3987990868013,452.8910188330252,47.55257726150262,63.58978609376584
2,13,1094.2176926018387,462.5651694462048,52.087120325111755,46.71851898368129
2,14,929.7002731140715,461.8651195241451,39.3442263305659,41.915091657766595
3,1,567.1757704209838,443.78391311377817,331.06978542742036,152.92236489202168
3,2,1627.6461869502532,447.81328911680845,339.8630700205372,202.09400935138552
3,3,1254.3216575766264,575.7870757048431,260.57462410774974,174.69577112851334
3,4,154.31901569223453,507.87118712733474,129.67632768713258,114.88361909693157
3,5,1242.0543318371197,356.87033729911735,222.76446525060487,218.5601628343989
3,6,1452.4397311499497,420.07840983061686,346.38209177373005,109.52925477552202
3,7,789.6597508853412,448.41995537920815,62.229626398264486,46.20867428113581
3,8,126.08338383202067,454.76822022081706,221.63064276864333,126.61460124493078
3,9,386.0244081116154,471.59009549192126,75.31168426307488,48.32994217675002
3,10,522.5734164810814,453.3994695176269,45.326897715874,60.05576993357238
3,13,1093.5418855650994,460.8744370823048,53.67299353170006,48.22745321218082
3,14,922.9301188534071,462.20670766820757,39.49689368468478,41.99008480929558
3,15,-3.0232788147448897,475.00719060006367,21.857066630673216,56.84676655044126
3,16,1148.0497862458776,459.4516786803141,49.82232496947472,50.488258342211395
4,1,573.5978533879451,443.50849567111777,333.56330735775646,153.95943553369216
4,2,1636.9524786745399,445.16979233529986,338.2669681620964,204.75585652331785
4,3,1297.3188088594277,578.7997005488274,267.9410689490653,179.0022296802041
4,4,171.4583347698541,508.28511529128434,133.20989375549527,117.37749399665165
4,5,1249.732160518883,356.94583434293884,217.27929575718326,211.15217733209488
4,6,1458.7531035107086,420.0097430083819,336.69246927396784,106.60691977353571
4,7,791.3648080203777,449.388103299612,59.45108852345993,44.145467881801665
4,8,72.1890681044144,457.4574615620054,215.86137732369224,125.79669842520025
4,9,385.8164384213186,472.30513092138426,73.12520024760926,47.84971583706215
4,10,526.1617343551355,453.0697672333306,46.919629612548306,61.38679976255514
4,13,1094.4050388797566,461.88057125331824,51.886667550679704,46.8708873617677
4,14,919.7536145972333,462.30471205772983,39.35946676187598,41.843982968551416
4,15,-3.635836324746905,473.61604530166557,21.932685953485677,57.76123585224451
4,16,1146.5675842886703,460.88047765915013,47.11289538648953,48.04737679925762
